Assay_Type_s	BRD_affected_or_healthy_s	Beef_or_dairy_s	BioSample_s	Calf_ID_s	Experiment_s	Lesions_s	LibrarySelection_s	Library_Name_s	Library_type_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	Tissue_s	geo_loc_name_s	isolation_source_s	lat_lon_s	preservation_s	AvgSpotLen_l	BioProject_s	BioSampleModel_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	collection_date_s	host_s
AMPLICON	BRD	Beef	SAMN05463300	31	SRX1988787	yes	PCR	31LNBeef	amplicon	18	9	SRR3986759	SRS1592559	31LNBeef	lymph node	Ireland: Sligo	Mediastinal lymph node tissue	54.2951862 N 8.435996 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Beef	SAMN05463301	32	SRX1988788	yes	PCR	32LBeef	amplicon	6	3	SRR3986760	SRS1592560	32LBeef	lung	Ireland: Kilkenny	Lung tissue (cranial lobe)	52.657619 N 7.232779 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Beef	SAMN05463302	32	SRX1988789	yes	PCR	32LNBeef	amplicon	3	2	SRR3986761	SRS1592561	32LNBeef	lymph node	Ireland: Kilkenny	Mediastinal lymph node tissue	52.657619 N 7.232779 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Dairy	SAMN05463303	33	SRX1988790	yes	PCR	33LDairy	amplicon	19	9	SRR3986762	SRS1592562	33LDairy	lung	Ireland: Kilkenny	Lung tissue (cranial lobe)	52.657619 N 7.232779 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Dairy	SAMN05463304	33	SRX1988791	yes	PCR	33LNDairy	amplicon	13	6	SRR3986763	SRS1592563	33LNDairy	lymph node	Ireland: Kilkenny	Mediastinal lymph node tissue	52.657619 N 7.232779 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Beef	SAMN05463251	7	SRX1988792	yes	PCR	7LBeef	amplicon	26	12	SRR3986764	SRS1592564	7LBeef	lung	Ireland: Sligo	Lung tissue (cranial lobe)	54.2951862 N 8.435996 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Beef	SAMN05463305	34	SRX1988793	yes	PCR	34LBeef	amplicon	22	11	SRR3986765	SRS1592565	34LBeef	lung	Ireland: Kilkenny	Lung tissue (cranial lobe)	52.657619 N 7.232779 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Beef	SAMN05463306	34	SRX1988794	yes	PCR	34LNBeef	amplicon	14	7	SRR3986766	SRS1592566	34LNBeef	lymph node	Ireland: Kilkenny	Mediastinal lymph node tissue	52.657619 N 7.232779 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Beef	SAMN05463307	35	SRX1988795	yes	PCR	35LBeef	amplicon	11	6	SRR3986767	SRS1592567	35LBeef	lung	Ireland: Sligo	Lung tissue (cranial lobe)	54.2951862 N 8.435996 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Beef	SAMN05463308	35	SRX1988796	yes	PCR	35LNBeef	amplicon	10	6	SRR3986768	SRS1592568	35LNBeef	lymph node	Ireland: Sligo	Mediastinal lymph node tissue	54.2951862 N 8.435996 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Beef	SAMN05463309	36	SRX1988797	yes	PCR	36LBeef	amplicon	12	7	SRR3986769	SRS1592569	36LBeef	lung	Ireland: Athlone	Lung tissue (cranial lobe)	53.4458813 N 7.9345309 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Beef	SAMN05463310	36	SRX1988798	yes	PCR	36LNBeef	amplicon	14	7	SRR3986770	SRS1592570	36LNBeef	lymph node	Ireland: Athlone	Mediastinal lymph node tissue	53.4458813 N 7.9345309 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Beef	SAMN05463311	37	SRX1988799	yes	PCR	37LBeef	amplicon	10	5	SRR3986771	SRS1592571	37LBeef	lung	Ireland: Athlone	Lung tissue (cranial lobe)	53.4458813 N 7.9345309 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Beef	SAMN05463312	37	SRX1988800	yes	PCR	37LNBeef	amplicon	15	8	SRR3986772	SRS1592572	37LNBeef	lymph node	Ireland: Athlone	Mediastinal lymph node tissue	53.4458813 N 7.9345309 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Beef	SAMN05463313	38	SRX1988801	yes	PCR	38LBeef	amplicon	15	7	SRR3986773	SRS1592574	38LBeef	lung	Ireland: Athlone	Lung tissue (cranial lobe)	53.4458813 N 7.9345309 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Beef	SAMN05463314	38	SRX1988802	yes	PCR	38LNBeef	amplicon	14	8	SRR3986774	SRS1592573	38LNBeef	lymph node	Ireland: Athlone	Mediastinal lymph node tissue	53.4458813 N 7.9345309 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Beef	SAMN05463252	7	SRX1988803	yes	PCR	7LNBeef	amplicon	7	4	SRR3986775	SRS1592575	7LNBeef	lymph node	Ireland: Sligo	Mediastinal lymph node tissue	54.2951862 N 8.435996 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463315	1HF	SRX1988804	yes	PCR	1LHF	amplicon	7	4	SRR3986776	SRS1592577	1LHF	lung	Ireland: Dublin	Lung tissue (cranial lobe)	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463316	1HF	SRX1988805	yes	PCR	1LNHF	amplicon	10	6	SRR3986777	SRS1592576	1LNHF	lymph node	Ireland: Dublin	Mediastinal lymph node tissue	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463317	2HF	SRX1988806	yes	PCR	2LHF	amplicon	11	6	SRR3986778	SRS1592578	2LHF	lung	Ireland: Dublin	Lung tissue (cranial lobe)	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463318	2HF	SRX1988807	yes	PCR	2LNHF	amplicon	8	4	SRR3986779	SRS1592579	2LNHF	lymph node	Ireland: Dublin	Mediastinal lymph node tissue	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463319	3HF	SRX1988808	no	PCR	3LHF	amplicon	9	5	SRR3986780	SRS1592580	3LHF	lung	Ireland: Dublin	Lung tissue (cranial lobe)	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463320	3HF	SRX1988810	no	PCR	3LNHF	amplicon	5	3	SRR3986781	SRS1592582	3LNHF	lymph node	Ireland: Dublin	Mediastinal lymph node tissue	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463321	4HF	SRX1988811	yes	PCR	4LHF	amplicon	10	6	SRR3986782	SRS1592583	4LHF	lung	Ireland: Dublin	Lung tissue (cranial lobe)	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463322	4HF	SRX1988812	yes	PCR	4LNHF	amplicon	10	6	SRR3986783	SRS1592584	4LNHF	lymph node	Ireland: Dublin	Mediastinal lymph node tissue	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463323	5HF	SRX1988813	no	PCR	5LHF	amplicon	8	5	SRR3986784	SRS1592585	5LHF	lung	Ireland: Dublin	Lung tissue (cranial lobe)	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463324	5HF	SRX1988814	no	PCR	5LNHF	amplicon	5	3	SRR3986785	SRS1592586	5LNHF	lymph node	Ireland: Dublin	Mediastinal lymph node tissue	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Dairy	SAMN05463253	8	SRX1988815	yes	PCR	8LDairy	amplicon	7	4	SRR3986786	SRS1592587	8LDairy	lung	Ireland: Sligo	Lung tissue (cranial lobe)	54.2951862 N 8.435996 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463325	6HF	SRX1988816	no	PCR	6LHF	amplicon	5	3	SRR3986787	SRS1592588	6LHF	lung	Ireland: Dublin	Lung tissue (cranial lobe)	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463326	6HF	SRX1988817	no	PCR	6LNHF	amplicon	8	4	SRR3986788	SRS1592589	6LNHF	lymph node	Ireland: Dublin	Mediastinal lymph node tissue	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463327	7HF	SRX1988818	no	PCR	7LHF	amplicon	9	5	SRR3986789	SRS1592591	7LHF	lung	Ireland: Dublin	Lung tissue (cranial lobe)	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463328	7HF	SRX1988819	no	PCR	7LNHF	amplicon	7	4	SRR3986790	SRS1592590	7LNHF	lymph node	Ireland: Dublin	Mediastinal lymph node tissue	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463329	8HF	SRX1988820	no	PCR	8LHF	amplicon	10	6	SRR3986791	SRS1592592	8LHF	lung	Ireland: Dublin	Lung tissue (cranial lobe)	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463330	8HF	SRX1988821	no	PCR	8LNHF	amplicon	11	6	SRR3986792	SRS1592594	8LNHF	lymph node	Ireland: Dublin	Mediastinal lymph node tissue	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463331	9HF	SRX1988822	yes	PCR	9LHF	amplicon	5	3	SRR3986793	SRS1592593	9LHF	lung	Ireland: Dublin	Lung tissue (cranial lobe)	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463332	9HF	SRX1988823	yes	PCR	9LNHF	amplicon	9	5	SRR3986795	SRS1592595	9LNHF	lymph node	Ireland: Dublin	Mediastinal lymph node tissue	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463333	10HF	SRX1988824	yes	PCR	10LHF	amplicon	2	1	SRR3986796	SRS1592596	10LHF	lung	Ireland: Dublin	Lung tissue (cranial lobe)	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463334	10HF	SRX1988825	yes	PCR	10LNHF	amplicon	5	3	SRR3986797	SRS1592597	10LNHF	lymph node	Ireland: Dublin	Mediastinal lymph node tissue	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	BRD	Dairy	SAMN05463254	8	SRX1988826	yes	PCR	8LNDairy	amplicon	9	5	SRR3986798	SRS1592598	8LNDairy	lymph node	Ireland: Sligo	Mediastinal lymph node tissue	54.2951862 N 8.435996 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463335	11HF	SRX1988827	yes	PCR	11LHF	amplicon	3	2	SRR3986799	SRS1592599	11LHF	lung	Ireland: Dublin	Lung tissue (cranial lobe)	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463336	11HF	SRX1988828	yes	PCR	11LNHF	amplicon	7	4	SRR3986800	SRS1592600	11LNHF	lymph node	Ireland: Dublin	Mediastinal lymph node tissue	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463337	12HF	SRX1988829	yes	PCR	12LHF	amplicon	10	6	SRR3986801	SRS1592601	12LHF	lung	Ireland: Dublin	Lung tissue (cranial lobe)	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463338	12HF	SRX1988830	yes	PCR	12LNHF	amplicon	5	3	SRR3986802	SRS1592602	12LNHF	lymph node	Ireland: Dublin	Mediastinal lymph node tissue	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463339	13HF	SRX1988831	no	PCR	13LHF	amplicon	9	5	SRR3986803	SRS1592603	13LHF	lung	Ireland: Dublin	Lung tissue (cranial lobe)	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463340	13HF	SRX1988832	no	PCR	13LNHF	amplicon	8	5	SRR3986804	SRS1592604	13LNHF	lymph node	Ireland: Dublin	Mediastinal lymph node tissue	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463341	14HF	SRX1988833	no	PCR	14LHF	amplicon	6	3	SRR3986805	SRS1592605	14LHF	lung	Ireland: Dublin	Lung tissue (cranial lobe)	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463342	14HF	SRX1988834	no	PCR	14LNHF	amplicon	9	5	SRR3986806	SRS1592607	14LNHF	lymph node	Ireland: Dublin	Mediastinal lymph node tissue	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463343	15HF	SRX1988835	yes	PCR	15LHF	amplicon	3	2	SRR3986807	SRS1592606	15LHF	lung	Ireland: Dublin	Lung tissue (cranial lobe)	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
AMPLICON	healthy	Dairy	SAMN05463344	15HF	SRX1988836	yes	PCR	15LNHF	amplicon	7	4	SRR3986808	SRS1592608	15LNHF	lymph node	Ireland: Dublin	Mediastinal lymph node tissue	53.380717 N 6.3388107 W	RNALater	500	PRJNA335827	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	METAGENOMIC	2016-07-29	lung metagenome	ILLUMINA	2017-04-18	SRP080306	2015	Bos taurus
